$,$,$
Squadra #0,2167,150
Squadra #0,5585,350
$,$,$
Squadra #1,5637,110
Squadra #1,254,320
$,$,$
Squadra #2,2841,100
Squadra #2,2764,315
$,$,$
Squadra #3,6435,95
Squadra #3,5687,100
Squadra #3,4871,270
$,$,$
Squadra #4,2423,100
Squadra #4,5841,105
Squadra #4,6875,245
$,$,$
Squadra #5,2194,190
Squadra #5,4777,215
$,$,$
Squadra #6,2766,100
Squadra #6,6434,182
Squadra #6,6052,213
$,$,$
Squadra #7,2061,99
Squadra #7,2379,195
Squadra #7,7017,200
